Date,Zone_ID,Zone_Name,System_Input_m3,Billed_Authorized_Consumption_m3,Unbilled_Authorized_Consumption_m3,Apparent_Loss_m3,Real_Loss_m3,NRW_Volume_m3,NRW_Percentage,Data_Reliability_pct,Status
2026-08-07,DMA-03,Bhagirathi Corridor,18566.49,11734.91,635.18,963.7,5232.7,6831.58,36.8,97.5,Critical
2026-08-07,DMA-04,Yamuna Bank Pocket,15435.28,12194.45,507.93,476.94,2255.96,3240.83,21.0,98.6,Normal
2026-08-07,DMA-05,Wazirabad Link,17410.57,13835.14,639.75,640.69,3098.25,3575.43,20.54,96.4,Normal
2026-08-07,DMA-06,Sangam Extension,16382.87,13396.32,589.76,578.33,1818.47,2986.56,18.23,97.6,Normal
2026-08-08,DMA-01,Sonia Vihar North,21364.14,17819.46,728.65,712.24,2103.78,3544.68,16.59,99.0,Normal
2026-08-08,DMA-02,Sonia Vihar Central,23756.42,18670.99,763.82,813.72,3507.89,5085.43,21.41,94.2,Normal
2026-08-08,DMA-03,Bhagirathi Corridor,19198.27,12171.25,693.74,973.34,5359.93,7027.01,36.6,95.9,Critical
2026-08-08,DMA-04,Yamuna Bank Pocket,16868.31,13275.53,531.36,616.27,2445.16,3592.78,21.3,96.4,Normal
2026-08-08,DMA-05,Wazirabad Link,18476.8,14245.35,622.19,607.43,4052.49,4231.46,22.9,97.2,Normal
2026-08-08,DMA-06,Sangam Extension,17429.39,14676.25,655.0,625.91,1472.22,2753.13,15.8,95.7,Normal
2026-08-09,DMA-01,Sonia Vihar North,22106.32,18168.72,807.89,757.91,2371.79,3937.6,17.81,97.2,Normal
2026-08-09,DMA-02,Sonia Vihar Central,23516.22,18272.07,749.39,805.82,3688.94,5244.15,22.3,98.9,Normal
2026-08-09,DMA-03,Bhagirathi Corridor,19519.26,12460.02,681.05,1039.7,5338.5,7059.25,36.17,95.5,Critical
2026-08-09,DMA-04,Yamuna Bank Pocket,16713.18,13333.45,584.3,597.66,2197.77,3379.73,20.22,96.9,Normal
2026-08-09,DMA-05,Wazirabad Link,18274.89,14121.53,677.49,643.19,2832.67,4153.35,22.73,98.3,Normal
2026-08-09,DMA-06,Sangam Extension,17368.78,14614.89,635.92,615.77,1502.21,2753.89,15.86,98.2,Normal
2026-08-10,DMA-01,Sonia Vihar North,20618.83,17418.9,727.18,735.9,1736.84,3199.93,15.52,98.0,Normal
2026-08-10,DMA-02,Sonia Vihar Central,22050.34,17649.57,756.49,754.96,2889.31,4400.77,19.96,96.4,Normal
2026-08-10,DMA-03,Bhagirathi Corridor,17665.66,11349.47,619.64,900.62,4795.92,6316.18,35.75,97.7,Critical
2026-08-10,DMA-04,Yamuna Bank Pocket,15595.46,12609.82,529.23,514.6,1941.81,2985.64,19.14,96.7,Normal
2026-08-10,DMA-05,Wazirabad Link,17359.38,13605.38,616.61,679.62,2457.78,3754.0,21.63,94.2,Normal
2026-08-10,DMA-06,Sangam Extension,16447.66,13571.73,594.92,588.95,1692.05,2875.92,17.49,96.7,Normal
2026-08-11,DMA-01,Sonia Vihar North,19847.33,16155.1,684.35,654.25,2353.62,3692.22,18.6,98.3,Normal
2026-08-11,DMA-02,Sonia Vihar Central,23074.75,18030.01,734.89,784.62,3525.22,5044.73,21.86,95.0,Normal
2026-08-11,DMA-03,Bhagirathi Corridor,19004.06,14287.78,612.18,624.59,3479.5,4716.27,24.82,95.2,Normal
2026-08-11,DMA-04,Yamuna Bank Pocket,15886.61,12558.14,551.4,558.0,2219.07,3328.47,20.95,95.5,Normal
2026-08-11,DMA-05,Wazirabad Link,16613.66,12910.24,616.64,565.58,2521.19,3703.41,22.29,99.5,Normal
2026-08-11,DMA-06,Sangam Extension,16167.91,13205.79,549.15,504.98,1907.99,2962.12,18.32,97.6,Normal
2026-08-12,DMA-01,Sonia Vihar North,20240.07,16401.99,763.76,687.96,2386.35,3838.08,18.96,98.0,Normal
2026-08-12,DMA-02,Sonia Vihar Central,22238.4,17799.47,790.51,798.42,2850.0,4438.93,19.96,96.4,Normal
2026-08-12,DMA-03,Bhagirathi Corridor,18820.5,14220.38,617.94,624.7,3357.48,4600.13,24.44,96.3,Normal
2026-08-12,DMA-04,Yamuna Bank Pocket,15678.06,12647.86,575.79,592.24,1862.17,3030.2,19.33,96.1,Normal
2026-08-12,DMA-05,Wazirabad Link,17878.04,13699.32,627.41,588.53,2962.79,4178.72,23.37,96.1,Normal
2026-08-12,DMA-06,Sangam Extension,15739.03,13066.46,526.95,534.03,1611.59,2672.57,16.98,96.2,Normal
2026-08-13,DMA-01,Sonia Vihar North,20118.37,16662.43,745.56,660.62,2049.76,3455.94,17.18,97.0,Normal
2026-08-13,DMA-02,Sonia Vihar Central,22484.12,17765.83,870.42,778.1,3069.77,4718.29,20.98,95.3,Normal
2026-08-13,DMA-03,Bhagirathi Corridor,18441.96,14052.92,658.82,631.47,3098.74,4389.03,23.8,97.2,Normal
2026-08-13,DMA-04,Yamuna Bank Pocket,16167.04,13305.94,602.91,596.1,1662.09,2861.1,17.7,97.9,Normal
2026-08-13,DMA-05,Wazirabad Link,17211.19,13404.7,629.94,629.33,2547.21,3806.49,22.12,97.7,Normal
2026-08-13,DMA-06,Sangam Extension,16750.41,13517.0,596.7,548.81,2087.89,3233.4,19.3,96.7,Normal
2026-08-14,DMA-01,Sonia Vihar North,20384.35,16628.24,684.68,743.45,2327.98,3756.11,18.43,97.7,Normal
2026-08-14,DMA-02,Sonia Vihar Central,23005.49,18088.27,800.4,910.67,3206.15,4917.21,21.37,96.6,Normal
2026-08-14,DMA-03,Bhagirathi Corridor,17993.35,13852.66,660.22,665.96,2814.51,4140.69,23.01,98.4,Normal
2026-08-14,DMA-04,Yamuna Bank Pocket,15250.28,12325.06,547.13,552.34,1825.76,2925.23,19.18,96.8,Normal
2026-08-14,DMA-05,Wazirabad Link,17731.91,13936.33,631.96,605.72,2557.9,3795.58,21.41,98.1,Normal
2026-08-14,DMA-06,Sangam Extension,16268.12,13557.23,567.13,591.3,1552.46,2710.89,16.66,97.2,Normal
2026-08-15,DMA-01,Sonia Vihar North,20922.8,17405.43,762.89,749.22,2005.26,3517.37,16.81,97.3,Normal
2026-08-15,DMA-02,Sonia Vihar Central,22966.31,18154.46,776.82,823.98,3211.06,4811.86,20.95,97.9,Normal
2026-08-15,DMA-03,Bhagirathi Corridor,20207.78,15393.12,725.16,695.11,3394.39,4814.66,23.83,95.5,Normal
2026-08-15,DMA-04,Yamuna Bank Pocket,16126.86,13022.31,556.78,520.45,2027.32,3104.55,19.25,96.9,Normal
2026-08-15,DMA-05,Wazirabad Link,17996.37,14001.52,643.54,695.1,2656.21,3994.84,22.2,95.5,Normal
2026-08-15,DMA-06,Sangam Extension,17772.78,14772.52,656.82,634.89,1708.55,3000.27,16.88,97.1,Normal
2026-08-16,DMA-01,Sonia Vihar North,21653.94,17371.27,739.13,766.73,2776.81,4282.67,19.78,95.3,Normal
2026-08-16,DMA-02,Sonia Vihar Central,23471.81,18298.72,840.03,841.07,3491.98,5173.09,22.04,98.7,Normal
2026-08-16,DMA-03,Bhagirathi Corridor,19839.01,14831.04,675.06,649.8,3683.11,5007.97,25.24,97.5,Warning
2026-08-16,DMA-04,Yamuna Bank Pocket,16187.4,12953.91,562.09,530.08,2141.31,3233.49,19.98,97.4,Normal
2026-08-16,DMA-05,Wazirabad Link,18531.26,14298.14,638.44,671.74,2922.93,4233.11,22.84,96.0,Normal
2026-08-16,DMA-06,Sangam Extension,17089.78,14277.12,626.76,602.98,1582.92,2812.66,16.46,92.0,Normal
2026-08-17,DMA-01,Sonia Vihar North,20540.73,16729.41,715.4,679.59,2416.33,3811.32,18.55,95.9,Normal
2026-08-17,DMA-02,Sonia Vihar Central,22640.6,17950.23,777.63,758.99,3153.76,4690.37,20.72,98.6,Normal
2026-08-17,DMA-03,Bhagirathi Corridor,18955.85,14868.96,636.45,617.9,2832.54,4086.88,21.56,97.5,Normal
2026-08-17,DMA-04,Yamuna Bank Pocket,15548.57,12402.13,514.57,544.91,2086.96,3146.44,20.24,96.2,Normal
2026-08-17,DMA-05,Wazirabad Link,16862.25,13034.83,545.61,618.1,2663.72,3827.42,22.7,96.9,Normal
2026-08-17,DMA-06,Sangam Extension,16268.07,13762.06,553.13,538.27,1414.62,2506.02,15.4,93.7,Normal
2026-08-18,DMA-01,Sonia Vihar North,19832.26,15742.48,714.75,701.42,2673.61,4089.77,20.62,96.5,Normal
2026-08-18,DMA-02,Sonia Vihar Central,21619.06,17213.73,738.41,785.24,2881.68,4405.33,20.38,97.7,Normal
2026-08-18,DMA-03,Bhagirathi Corridor,18337.69,13663.65,655.14,653.26,3365.63,4674.04,25.49,97.4,Warning
2026-08-18,DMA-04,Yamuna Bank Pocket,15592.37,12654.3,632.53,591.82,1713.71,2938.07,18.84,97.3,Normal
2026-08-18,DMA-05,Wazirabad Link,17613.77,13690.4,549.65,663.78,2709.93,3923.36,22.27,96.1,Normal
2026-08-18,DMA-06,Sangam Extension,15781.11,13308.34,618.39,565.88,1288.5,2472.77,15.67,92.7,Normal
2026-08-19,DMA-01,Sonia Vihar North,20939.3,17259.46,685.25,695.54,2299.05,3679.84,17.57,96.4,Normal
2026-08-19,DMA-02,Sonia Vihar Central,22532.33,18014.29,773.62,829.63,2914.78,4518.04,20.05,98.9,Normal
2026-08-19,DMA-03,Bhagirathi Corridor,18647.03,13871.97,676.29,711.57,3387.19,4775.05,25.61,96.4,Warning
2026-08-19,DMA-04,Yamuna Bank Pocket,16254.46,12888.16,564.75,604.3,2197.26,3366.31,20.71,96.7,Normal
2026-08-19,DMA-05,Wazirabad Link,16687.21,13151.15,547.17,611.26,2377.62,3536.06,21.19,98.0,Normal
2026-08-19,DMA-06,Sangam Extension,16924.12,13860.2,566.57,592.1,1905.25,3063.92,18.1,96.5,Normal
2026-08-20,DMA-01,Sonia Vihar North,19573.36,15980.87,686.66,702.53,2203.31,3592.49,18.35,97.3,Normal
2026-08-20,DMA-02,Sonia Vihar Central,22203.86,17955.18,763.71,752.74,2732.23,4248.68,19.13,96.7,Normal
2026-08-20,DMA-03,Bhagirathi Corridor,18986.82,14327.62,682.2,682.61,3294.39,4659.2,24.54,96.2,Normal
2026-08-20,DMA-04,Yamuna Bank Pocket,15414.19,12679.08,542.8,469.45,1722.87,2735.11,17.74,96.0,Normal
2026-08-20,DMA-05,Wazirabad Link,17540.14,13671.23,613.9,635.71,2619.3,3868.91,22.06,96.0,Normal
2026-08-20,DMA-06,Sangam Extension,16381.77,13559.52,579.89,562.92,1679.44,2822.25,17.23,96.6,Normal
2026-08-21,DMA-01,Sonia Vihar North,20634.77,16684.98,700.94,779.71,2469.15,3949.8,19.14,97.7,Normal
2026-08-21,DMA-02,Sonia Vihar Central,22808.38,18032.06,804.2,765.59,3206.53,4776.33,20.94,97.3,Normal
2026-08-21,DMA-03,Bhagirathi Corridor,18845.6,14503.61,650.82,659.12,3032.05,4341.99,23.04,100.5,Normal
2026-08-21,DMA-04,Yamuna Bank Pocket,15615.1,12336.7,561.03,550.76,2166.6,3278.4,21.0,95.9,Normal
2026-08-21,DMA-05,Wazirabad Link,17460.81,13826.88,590.74,649.69,2393.5,3633.93,20.81,96.2,Normal
2026-08-21,DMA-06,Sangam Extension,15986.09,13294.89,580.01,583.12,1528.08,2691.21,16.83,97.4,Normal
2026-08-22,DMA-01,Sonia Vihar North,20813.11,16839.95,716.26,748.29,2508.6,3973.15,19.09,96.5,Normal
2026-08-22,DMA-02,Sonia Vihar Central,24013.23,19510.36,801.18,842.58,2859.11,4502.86,18.75,97.8,Normal
2026-08-22,DMA-03,Bhagirathi Corridor,20065.68,15300.38,698.32,647.36,3419.62,4765.3,23.75,96.5,Normal
2026-08-22,DMA-04,Yamuna Bank Pocket,16629.18,13572.79,549.39,618.68,1888.32,3056.39,18.38,98.3,Normal
2026-08-22,DMA-05,Wazirabad Link,18230.39,14051.96,682.69,635.21,2860.53,4178.44,22.92,97.6,Normal
2026-08-22,DMA-06,Sangam Extension,16789.84,13635.43,607.41,599.19,1947.81,3154.4,18.79,97.6,Normal
2026-08-23,DMA-01,Sonia Vihar North,20846.93,17295.65,756.1,820.34,1974.83,3551.27,17.03,96.7,Normal
2026-08-23,DMA-02,Sonia Vihar Central,22434.92,17607.09,769.78,789.64,3268.41,4827.83,21.52,97.9,Normal
2026-08-23,DMA-03,Bhagirathi Corridor,19386.18,14967.25,678.63,606.36,3133.94,4418.93,22.79,96.9,Normal
2026-08-23,DMA-04,Yamuna Bank Pocket,16124.54,12925.27,593.89,531.29,2074.09,3199.27,19.84,96.8,Normal
2026-08-23,DMA-05,Wazirabad Link,18886.99,14646.3,639.95,722.78,2877.97,4240.69,22.45,97.7,Normal
2026-08-23,DMA-06,Sangam Extension,17745.67,14578.76,607.94,590.15,1968.82,3166.91,17.85,97.7,Normal
2026-08-24,DMA-01,Sonia Vihar North,20049.61,16219.93,706.56,713.76,2409.37,3829.68,19.1,96.9,Normal
2026-08-24,DMA-02,Sonia Vihar Central,22385.35,18096.94,824.22,781.66,2682.53,4288.41,19.16,97.8,Normal
2026-08-24,DMA-03,Bhagirathi Corridor,19124.9,14606.28,643.97,607.77,3266.88,4518.62,23.63,99.4,Normal
2026-08-24,DMA-04,Yamuna Bank Pocket,15614.95,12581.14,522.49,540.24,1971.07,3033.81,19.43,96.0,Normal
2026-08-24,DMA-05,Wazirabad Link,16847.13,13205.88,599.52,593.3,2448.44,3641.25,21.61,97.1,Normal
2026-08-24,DMA-06,Sangam Extension,16537.21,13165.82,601.7,644.3,2125.38,3371.39,20.39,95.1,Normal
2026-08-25,DMA-01,Sonia Vihar North,19426.58,15525.66,713.6,639.85,2547.47,3900.91,20.08,97.3,Normal
2026-08-25,DMA-02,Sonia Vihar Central,22595.95,17803.42,771.93,778.08,3242.52,4792.53,21.21,95.3,Normal
2026-08-25,DMA-03,Bhagirathi Corridor,19099.28,14754.42,675.31,639.78,3029.77,4344.86,22.75,96.9,Normal
2026-08-25,DMA-04,Yamuna Bank Pocket,15521.36,12305.95,543.88,535.48,2136.05,3215.4,20.72,98.5,Normal
2026-08-25,DMA-05,Wazirabad Link,16886.56,13127.98,565.4,589.48,2603.7,3758.58,22.26,97.3,Normal
2026-08-25,DMA-06,Sangam Extension,16211.41,13632.48,614.62,474.51,1489.8,2578.93,15.91,98.2,Normal
2026-08-26,DMA-01,Sonia Vihar North,20375.93,16705.47,703.65,734.85,2231.96,3670.46,18.01,97.1,Normal
2026-08-26,DMA-02,Sonia Vihar Central,22768.41,17991.0,818.46,827.92,3131.02,4777.4,20.98,96.8,Normal
2026-08-26,DMA-03,Bhagirathi Corridor,19078.37,14606.51,673.95,644.51,3153.4,4471.86,23.44,95.9,Normal
2026-08-26,DMA-04,Yamuna Bank Pocket,15750.28,12721.17,542.25,571.13,1915.73,3029.11,19.23,96.1,Normal
2026-08-26,DMA-05,Wazirabad Link,17228.03,13320.92,583.3,578.6,2745.21,3907.11,22.68,101.5,Normal
2026-08-26,DMA-06,Sangam Extension,16779.14,14027.85,575.63,554.3,1621.36,2751.29,16.4,95.0,Normal
