Date,Sensor_ID,Asset_ID,Network_Element_ID,Zone_ID,Parameter,Unit,Avg_Value,Min_Value,Max_Value,Warning_Count,Critical_Count,Status,Latitude,Longitude
2026-07-11,QT-001,WQS-001,WQS-001,DMA-01,pH,pH,7.312,7.17,7.44,0,0,Normal,28.738,77.255
2026-07-11,QT-002,WQS-002,WQS-002,DMA-02,Chlorine,mg/L,0.541,0.423,0.631,0,0,Normal,28.726,77.253
2026-07-11,QT-002,WQS-002,WQS-002,DMA-02,Conductivity,uS/cm,685.012,622.1,755.2,0,0,Normal,28.726,77.253
2026-07-11,QT-002,WQS-002,WQS-002,DMA-02,Temperature,C,29.9,27.9,31.6,0,0,Normal,28.726,77.253
2026-07-11,QT-002,WQS-002,WQS-002,DMA-02,Turbidity,NTU,0.905,0.65,1.17,0,0,Normal,28.726,77.253
2026-07-11,QT-002,WQS-002,WQS-002,DMA-02,pH,pH,7.313,7.19,7.6,0,0,Normal,28.726,77.253
2026-07-11,QT-003,WQS-003,WQS-003,DMA-03,Chlorine,mg/L,0.567,0.448,0.648,0,0,Normal,28.717,77.269
2026-07-11,QT-003,WQS-003,WQS-003,DMA-03,Conductivity,uS/cm,677.221,591.0,759.3,0,0,Normal,28.717,77.269
2026-07-11,QT-003,WQS-003,WQS-003,DMA-03,Temperature,C,29.925,28.1,31.7,0,0,Normal,28.717,77.269
2026-07-11,QT-003,WQS-003,WQS-003,DMA-03,Turbidity,NTU,0.905,0.67,1.17,0,0,Normal,28.717,77.269
2026-07-11,QT-003,WQS-003,WQS-003,DMA-03,pH,pH,7.273,7.17,7.38,0,0,Normal,28.717,77.269
2026-07-11,QT-004,WQS-004,WQS-004,DMA-04,Chlorine,mg/L,0.553,0.476,0.654,0,0,Normal,28.705,77.24
2026-07-11,QT-004,WQS-004,WQS-004,DMA-04,Conductivity,uS/cm,682.196,612.9,751.8,0,0,Normal,28.705,77.24
2026-07-11,QT-004,WQS-004,WQS-004,DMA-04,Temperature,C,29.908,28.2,31.8,0,0,Normal,28.705,77.24
2026-07-11,QT-004,WQS-004,WQS-004,DMA-04,Turbidity,NTU,0.932,0.71,1.11,0,0,Normal,28.705,77.24
2026-07-11,QT-004,WQS-004,WQS-004,DMA-04,pH,pH,7.315,7.17,7.46,0,0,Normal,28.705,77.24
2026-07-11,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,mg/L,0.547,0.399,0.662,0,0,Normal,28.712,77.245
2026-07-11,QT-005,WQS-005,WQS-005,DMA-05,Conductivity,uS/cm,683.767,625.6,731.6,0,0,Normal,28.712,77.245
2026-07-11,QT-005,WQS-005,WQS-005,DMA-05,Temperature,C,29.946,28.2,31.6,0,0,Normal,28.712,77.245
2026-07-11,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,NTU,0.861,0.57,1.18,0,0,Normal,28.712,77.245
2026-07-11,QT-005,WQS-005,WQS-005,DMA-05,pH,pH,7.314,7.15,7.46,0,0,Normal,28.712,77.245
2026-07-11,QT-006,WQS-006,WQS-006,DMA-06,Chlorine,mg/L,0.543,0.453,0.613,0,0,Normal,28.731,77.277
2026-07-11,QT-006,WQS-006,WQS-006,DMA-06,Conductivity,uS/cm,686.304,602.2,729.6,0,0,Normal,28.731,77.277
2026-07-11,QT-006,WQS-006,WQS-006,DMA-06,Temperature,C,29.904,27.8,31.6,0,0,Normal,28.731,77.277
2026-07-11,QT-006,WQS-006,WQS-006,DMA-06,Turbidity,NTU,0.856,0.52,1.08,0,0,Normal,28.731,77.277
2026-07-11,QT-006,WQS-006,WQS-006,DMA-06,pH,pH,7.292,7.13,7.47,0,0,Normal,28.731,77.277
2026-07-12,QT-001,WQS-001,WQS-001,DMA-01,Chlorine,mg/L,0.55,0.474,0.668,0,0,Normal,28.738,77.255
2026-07-12,QT-001,WQS-001,WQS-001,DMA-01,Conductivity,uS/cm,678.425,572.5,752.7,0,0,Normal,28.738,77.255
2026-07-12,QT-001,WQS-001,WQS-001,DMA-01,Temperature,C,30.029,28.3,31.7,0,0,Normal,28.738,77.255
2026-07-12,QT-001,WQS-001,WQS-001,DMA-01,Turbidity,NTU,0.978,0.75,1.27,0,0,Normal,28.738,77.255
2026-07-12,QT-001,WQS-001,WQS-001,DMA-01,pH,pH,7.315,7.19,7.48,0,0,Normal,28.738,77.255
2026-07-12,QT-002,WQS-002,WQS-002,DMA-02,Chlorine,mg/L,0.562,0.475,0.663,0,0,Normal,28.726,77.253
2026-07-12,QT-002,WQS-002,WQS-002,DMA-02,Conductivity,uS/cm,681.642,615.8,763.6,0,0,Normal,28.726,77.253
2026-07-12,QT-002,WQS-002,WQS-002,DMA-02,Temperature,C,30.096,28.2,31.7,0,0,Normal,28.726,77.253
2026-07-12,QT-002,WQS-002,WQS-002,DMA-02,Turbidity,NTU,0.939,0.62,1.21,0,0,Normal,28.726,77.253
2026-07-12,QT-002,WQS-002,WQS-002,DMA-02,pH,pH,7.327,7.22,7.48,0,0,Normal,28.726,77.253
2026-07-12,QT-003,WQS-003,WQS-003,DMA-03,Chlorine,mg/L,0.535,0.44,0.642,0,0,Normal,28.717,77.269
2026-07-12,QT-003,WQS-003,WQS-003,DMA-03,Conductivity,uS/cm,671.938,583.7,751.5,0,0,Normal,28.717,77.269
2026-07-12,QT-003,WQS-003,WQS-003,DMA-03,Temperature,C,29.983,28.3,31.9,0,0,Normal,28.717,77.269
2026-07-12,QT-003,WQS-003,WQS-003,DMA-03,Turbidity,NTU,0.879,0.41,1.12,0,0,Normal,28.717,77.269
2026-07-12,QT-003,WQS-003,WQS-003,DMA-03,pH,pH,7.309,7.17,7.49,0,0,Normal,28.717,77.269
2026-07-12,QT-004,WQS-004,WQS-004,DMA-04,Chlorine,mg/L,0.54,0.449,0.609,0,0,Normal,28.705,77.24
2026-07-12,QT-004,WQS-004,WQS-004,DMA-04,Conductivity,uS/cm,674.254,567.1,749.3,0,0,Normal,28.705,77.24
2026-07-12,QT-004,WQS-004,WQS-004,DMA-04,Temperature,C,29.908,27.8,31.7,0,0,Normal,28.705,77.24
2026-07-12,QT-004,WQS-004,WQS-004,DMA-04,Turbidity,NTU,0.888,0.44,1.19,0,0,Normal,28.705,77.24
2026-07-12,QT-004,WQS-004,WQS-004,DMA-04,pH,pH,7.298,7.12,7.48,0,0,Normal,28.705,77.24
2026-07-12,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,mg/L,0.54,0.472,0.632,0,0,Normal,28.712,77.245
2026-07-12,QT-005,WQS-005,WQS-005,DMA-05,Conductivity,uS/cm,674.358,615.2,733.4,0,0,Normal,28.712,77.245
2026-07-12,QT-005,WQS-005,WQS-005,DMA-05,Temperature,C,29.929,28.4,31.3,0,0,Normal,28.712,77.245
2026-07-12,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,NTU,0.901,0.68,1.13,0,0,Normal,28.712,77.245
2026-07-12,QT-005,WQS-005,WQS-005,DMA-05,pH,pH,7.321,7.23,7.42,0,0,Normal,28.712,77.245
2026-07-12,QT-006,WQS-006,WQS-006,DMA-06,Chlorine,mg/L,0.567,0.481,0.648,0,0,Normal,28.731,77.277
2026-07-12,QT-006,WQS-006,WQS-006,DMA-06,Conductivity,uS/cm,672.0,582.5,756.7,0,0,Normal,28.731,77.277
2026-07-12,QT-006,WQS-006,WQS-006,DMA-06,Temperature,C,29.954,28.2,32.1,0,0,Normal,28.731,77.277
2026-07-12,QT-006,WQS-006,WQS-006,DMA-06,Turbidity,NTU,0.881,0.59,1.2,0,0,Normal,28.731,77.277
2026-07-12,QT-006,WQS-006,WQS-006,DMA-06,pH,pH,7.305,7.15,7.39,0,0,Normal,28.731,77.277
2026-07-13,QT-001,WQS-001,WQS-001,DMA-01,Chlorine,mg/L,0.558,0.469,0.65,0,0,Normal,28.738,77.255
2026-07-13,QT-001,WQS-001,WQS-001,DMA-01,Conductivity,uS/cm,693.146,621.4,742.8,0,0,Normal,28.738,77.255
2026-07-13,QT-001,WQS-001,WQS-001,DMA-01,Temperature,C,29.971,27.9,31.6,0,0,Normal,28.738,77.255
2026-07-13,QT-001,WQS-001,WQS-001,DMA-01,Turbidity,NTU,0.891,0.52,1.18,0,0,Normal,28.738,77.255
2026-07-13,QT-001,WQS-001,WQS-001,DMA-01,pH,pH,7.337,7.13,7.48,0,0,Normal,28.738,77.255
2026-07-13,QT-002,WQS-002,WQS-002,DMA-02,Chlorine,mg/L,0.546,0.392,0.62,0,0,Normal,28.726,77.253
2026-07-13,QT-002,WQS-002,WQS-002,DMA-02,Conductivity,uS/cm,670.104,609.1,727.1,0,0,Normal,28.726,77.253
2026-07-13,QT-002,WQS-002,WQS-002,DMA-02,Temperature,C,29.954,28.4,31.6,0,0,Normal,28.726,77.253
2026-07-13,QT-002,WQS-002,WQS-002,DMA-02,Turbidity,NTU,0.915,0.66,1.23,0,0,Normal,28.726,77.253
2026-07-13,QT-002,WQS-002,WQS-002,DMA-02,pH,pH,7.309,7.07,7.43,0,0,Normal,28.726,77.253
2026-07-13,QT-003,WQS-003,WQS-003,DMA-03,Chlorine,mg/L,0.548,0.475,0.647,0,0,Normal,28.717,77.269
2026-07-13,QT-003,WQS-003,WQS-003,DMA-03,Conductivity,uS/cm,679.454,565.3,769.2,0,0,Normal,28.717,77.269
2026-07-13,QT-003,WQS-003,WQS-003,DMA-03,Temperature,C,29.988,28.0,31.6,0,0,Normal,28.717,77.269
2026-07-13,QT-003,WQS-003,WQS-003,DMA-03,Turbidity,NTU,0.907,0.71,1.16,0,0,Normal,28.717,77.269
2026-07-13,QT-003,WQS-003,WQS-003,DMA-03,pH,pH,7.29,7.1,7.45,0,0,Normal,28.717,77.269
2026-07-13,QT-004,WQS-004,WQS-004,DMA-04,Chlorine,mg/L,0.544,0.459,0.601,0,0,Normal,28.705,77.24
2026-07-13,QT-004,WQS-004,WQS-004,DMA-04,Conductivity,uS/cm,688.35,644.4,751.1,0,0,Normal,28.705,77.24
2026-07-13,QT-004,WQS-004,WQS-004,DMA-04,Temperature,C,29.933,28.7,31.3,0,0,Normal,28.705,77.24
2026-07-13,QT-004,WQS-004,WQS-004,DMA-04,Turbidity,NTU,0.918,0.72,1.18,0,0,Normal,28.705,77.24
2026-07-13,QT-004,WQS-004,WQS-004,DMA-04,pH,pH,7.29,7.17,7.42,0,0,Normal,28.705,77.24
2026-07-13,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,mg/L,0.54,0.431,0.65,0,0,Normal,28.712,77.245
2026-07-13,QT-005,WQS-005,WQS-005,DMA-05,Conductivity,uS/cm,681.029,625.0,759.4,0,0,Normal,28.712,77.245
2026-07-13,QT-005,WQS-005,WQS-005,DMA-05,Temperature,C,29.925,28.5,31.4,0,0,Normal,28.712,77.245
2026-07-13,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,NTU,0.926,0.6,1.24,0,0,Normal,28.712,77.245
2026-07-13,QT-005,WQS-005,WQS-005,DMA-05,pH,pH,7.311,7.16,7.51,0,0,Normal,28.712,77.245
2026-07-13,QT-006,WQS-006,WQS-006,DMA-06,Chlorine,mg/L,0.539,0.472,0.612,0,0,Normal,28.731,77.277
2026-07-13,QT-006,WQS-006,WQS-006,DMA-06,Conductivity,uS/cm,671.462,603.2,757.9,0,0,Normal,28.731,77.277
2026-07-13,QT-006,WQS-006,WQS-006,DMA-06,Temperature,C,30.021,28.2,31.8,0,0,Normal,28.731,77.277
2026-07-13,QT-006,WQS-006,WQS-006,DMA-06,Turbidity,NTU,0.958,0.57,1.24,0,0,Normal,28.731,77.277
2026-07-13,QT-006,WQS-006,WQS-006,DMA-06,pH,pH,7.3,7.13,7.46,0,0,Normal,28.731,77.277
2026-07-14,QT-001,WQS-001,WQS-001,DMA-01,Chlorine,mg/L,0.555,0.438,0.671,0,0,Normal,28.738,77.255
2026-07-14,QT-001,WQS-001,WQS-001,DMA-01,Conductivity,uS/cm,673.788,609.4,730.9,0,0,Normal,28.738,77.255
2026-07-14,QT-001,WQS-001,WQS-001,DMA-01,Temperature,C,30.058,28.1,32.1,0,0,Normal,28.738,77.255
2026-07-14,QT-001,WQS-001,WQS-001,DMA-01,Turbidity,NTU,0.83,0.64,1.12,0,0,Normal,28.738,77.255
2026-07-14,QT-001,WQS-001,WQS-001,DMA-01,pH,pH,7.269,7.12,7.38,0,0,Normal,28.738,77.255
2026-07-14,QT-002,WQS-002,WQS-002,DMA-02,Chlorine,mg/L,0.551,0.441,0.64,0,0,Normal,28.726,77.253
2026-07-14,QT-002,WQS-002,WQS-002,DMA-02,Conductivity,uS/cm,682.05,605.9,735.0,0,0,Normal,28.726,77.253
2026-07-14,QT-002,WQS-002,WQS-002,DMA-02,Temperature,C,29.979,28.0,31.9,0,0,Normal,28.726,77.253
2026-07-14,QT-002,WQS-002,WQS-002,DMA-02,Turbidity,NTU,0.83,0.53,1.17,0,0,Normal,28.726,77.253
2026-07-14,QT-002,WQS-002,WQS-002,DMA-02,pH,pH,7.309,7.22,7.47,0,0,Normal,28.726,77.253
2026-07-14,QT-003,WQS-003,WQS-003,DMA-03,Chlorine,mg/L,0.551,0.379,0.672,0,0,Normal,28.717,77.269
2026-07-14,QT-003,WQS-003,WQS-003,DMA-03,Conductivity,uS/cm,682.671,620.9,749.0,0,0,Normal,28.717,77.269
2026-07-14,QT-003,WQS-003,WQS-003,DMA-03,Temperature,C,29.983,28.5,31.6,0,0,Normal,28.717,77.269
2026-07-14,QT-003,WQS-003,WQS-003,DMA-03,Turbidity,NTU,0.964,0.76,1.21,0,0,Normal,28.717,77.269
2026-07-14,QT-003,WQS-003,WQS-003,DMA-03,pH,pH,7.295,7.13,7.47,0,0,Normal,28.717,77.269
2026-07-14,QT-004,WQS-004,WQS-004,DMA-04,Chlorine,mg/L,0.553,0.431,0.64,0,0,Normal,28.705,77.24
2026-07-14,QT-004,WQS-004,WQS-004,DMA-04,Conductivity,uS/cm,681.742,589.0,751.0,0,0,Normal,28.705,77.24
2026-07-14,QT-004,WQS-004,WQS-004,DMA-04,Temperature,C,30.054,28.1,31.8,0,0,Normal,28.705,77.24
2026-07-14,QT-004,WQS-004,WQS-004,DMA-04,Turbidity,NTU,0.911,0.61,1.1,0,0,Normal,28.705,77.24
2026-07-14,QT-004,WQS-004,WQS-004,DMA-04,pH,pH,7.313,7.16,7.45,0,0,Normal,28.705,77.24
2026-07-14,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,mg/L,0.528,0.432,0.623,0,0,Normal,28.712,77.245
2026-07-14,QT-005,WQS-005,WQS-005,DMA-05,Conductivity,uS/cm,676.458,603.9,737.5,0,0,Normal,28.712,77.245
2026-07-14,QT-005,WQS-005,WQS-005,DMA-05,Temperature,C,30.046,28.0,32.1,0,0,Normal,28.712,77.245
2026-07-14,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,NTU,0.893,0.66,1.21,0,0,Normal,28.712,77.245
2026-07-14,QT-005,WQS-005,WQS-005,DMA-05,pH,pH,7.31,7.16,7.46,0,0,Normal,28.712,77.245
2026-07-14,QT-006,WQS-006,WQS-006,DMA-06,Chlorine,mg/L,0.57,0.469,0.712,0,0,Normal,28.731,77.277
2026-07-14,QT-006,WQS-006,WQS-006,DMA-06,Conductivity,uS/cm,683.146,638.5,745.7,0,0,Normal,28.731,77.277
2026-07-14,QT-006,WQS-006,WQS-006,DMA-06,Temperature,C,29.95,28.0,32.1,0,0,Normal,28.731,77.277
2026-07-14,QT-006,WQS-006,WQS-006,DMA-06,Turbidity,NTU,0.898,0.63,1.26,0,0,Normal,28.731,77.277
2026-07-14,QT-006,WQS-006,WQS-006,DMA-06,pH,pH,7.294,7.14,7.49,0,0,Normal,28.731,77.277
2026-07-15,QT-001,WQS-001,WQS-001,DMA-01,Chlorine,mg/L,0.532,0.435,0.611,0,0,Normal,28.738,77.255
2026-07-15,QT-001,WQS-001,WQS-001,DMA-01,Conductivity,uS/cm,688.775,654.1,771.1,0,0,Normal,28.738,77.255
2026-07-15,QT-001,WQS-001,WQS-001,DMA-01,Temperature,C,30.071,28.0,31.9,0,0,Normal,28.738,77.255
2026-07-15,QT-001,WQS-001,WQS-001,DMA-01,Turbidity,NTU,0.922,0.68,1.25,0,0,Normal,28.738,77.255
2026-07-15,QT-001,WQS-001,WQS-001,DMA-01,pH,pH,7.295,7.06,7.47,0,0,Normal,28.738,77.255
2026-07-15,QT-002,WQS-002,WQS-002,DMA-02,Chlorine,mg/L,0.544,0.455,0.672,0,0,Normal,28.726,77.253
2026-07-15,QT-002,WQS-002,WQS-002,DMA-02,Conductivity,uS/cm,688.154,634.9,741.0,0,0,Normal,28.726,77.253
2026-07-15,QT-002,WQS-002,WQS-002,DMA-02,Temperature,C,30.071,28.4,31.5,0,0,Normal,28.726,77.253
2026-07-15,QT-002,WQS-002,WQS-002,DMA-02,Turbidity,NTU,0.878,0.46,1.1,0,0,Normal,28.726,77.253
2026-07-15,QT-002,WQS-002,WQS-002,DMA-02,pH,pH,7.303,7.15,7.49,0,0,Normal,28.726,77.253
2026-07-15,QT-003,WQS-003,WQS-003,DMA-03,Chlorine,mg/L,0.546,0.468,0.675,0,0,Normal,28.717,77.269
2026-07-15,QT-003,WQS-003,WQS-003,DMA-03,Conductivity,uS/cm,673.354,608.1,801.5,0,0,Normal,28.717,77.269
2026-07-15,QT-003,WQS-003,WQS-003,DMA-03,Temperature,C,30.058,28.4,32.0,0,0,Normal,28.717,77.269
2026-07-15,QT-003,WQS-003,WQS-003,DMA-03,Turbidity,NTU,0.847,0.53,1.2,0,0,Normal,28.717,77.269
2026-07-15,QT-003,WQS-003,WQS-003,DMA-03,pH,pH,7.308,7.16,7.46,0,0,Normal,28.717,77.269
2026-07-15,QT-004,WQS-004,WQS-004,DMA-04,Chlorine,mg/L,0.544,0.455,0.604,0,0,Normal,28.705,77.24
2026-07-15,QT-004,WQS-004,WQS-004,DMA-04,Conductivity,uS/cm,672.233,591.6,733.2,0,0,Normal,28.705,77.24
2026-07-15,QT-004,WQS-004,WQS-004,DMA-04,Temperature,C,30.192,28.6,31.8,0,0,Normal,28.705,77.24
2026-07-15,QT-004,WQS-004,WQS-004,DMA-04,Turbidity,NTU,0.91,0.51,1.15,0,0,Normal,28.705,77.24
2026-07-15,QT-004,WQS-004,WQS-004,DMA-04,pH,pH,7.308,7.17,7.48,0,0,Normal,28.705,77.24
2026-07-15,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,mg/L,0.549,0.45,0.635,0,0,Normal,28.712,77.245
2026-07-15,QT-005,WQS-005,WQS-005,DMA-05,Conductivity,uS/cm,682.308,620.4,738.9,0,0,Normal,28.712,77.245
2026-07-15,QT-005,WQS-005,WQS-005,DMA-05,Temperature,C,30.112,28.5,31.7,0,0,Normal,28.712,77.245
2026-07-15,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,NTU,0.908,0.59,1.14,0,0,Normal,28.712,77.245
2026-07-15,QT-005,WQS-005,WQS-005,DMA-05,pH,pH,7.301,7.09,7.47,0,0,Normal,28.712,77.245
2026-07-15,QT-006,WQS-006,WQS-006,DMA-06,Chlorine,mg/L,0.542,0.45,0.651,0,0,Normal,28.731,77.277
2026-07-15,QT-006,WQS-006,WQS-006,DMA-06,Conductivity,uS/cm,667.179,592.0,721.0,0,0,Normal,28.731,77.277
2026-07-15,QT-006,WQS-006,WQS-006,DMA-06,Temperature,C,30.029,28.2,31.7,0,0,Normal,28.731,77.277
2026-07-15,QT-006,WQS-006,WQS-006,DMA-06,Turbidity,NTU,0.907,0.58,1.31,0,0,Normal,28.731,77.277
2026-07-15,QT-006,WQS-006,WQS-006,DMA-06,pH,pH,7.295,7.2,7.4,0,0,Normal,28.731,77.277
2026-07-16,QT-001,WQS-001,WQS-001,DMA-01,Chlorine,mg/L,0.565,0.449,0.68,0,0,Normal,28.738,77.255
2026-07-16,QT-001,WQS-001,WQS-001,DMA-01,Conductivity,uS/cm,674.0,578.5,723.4,0,0,Normal,28.738,77.255
2026-07-16,QT-001,WQS-001,WQS-001,DMA-01,Temperature,C,30.158,28.4,31.8,0,0,Normal,28.738,77.255
2026-07-16,QT-001,WQS-001,WQS-001,DMA-01,Turbidity,NTU,0.888,0.64,1.15,0,0,Normal,28.738,77.255
2026-07-16,QT-001,WQS-001,WQS-001,DMA-01,pH,pH,7.286,7.14,7.45,0,0,Normal,28.738,77.255
2026-07-16,QT-002,WQS-002,WQS-002,DMA-02,Chlorine,mg/L,0.567,0.465,0.677,0,0,Normal,28.726,77.253
2026-07-16,QT-002,WQS-002,WQS-002,DMA-02,Conductivity,uS/cm,676.625,598.9,780.1,0,0,Normal,28.726,77.253
2026-07-16,QT-002,WQS-002,WQS-002,DMA-02,Temperature,C,30.229,28.5,31.9,0,0,Normal,28.726,77.253
2026-07-16,QT-002,WQS-002,WQS-002,DMA-02,Turbidity,NTU,0.919,0.68,1.29,0,0,Normal,28.726,77.253
2026-07-16,QT-002,WQS-002,WQS-002,DMA-02,pH,pH,7.323,7.16,7.42,0,0,Normal,28.726,77.253
2026-07-16,QT-003,WQS-003,WQS-003,DMA-03,Chlorine,mg/L,0.54,0.451,0.622,0,0,Normal,28.717,77.269
2026-07-16,QT-003,WQS-003,WQS-003,DMA-03,Conductivity,uS/cm,676.05,628.2,729.5,0,0,Normal,28.717,77.269
2026-07-16,QT-003,WQS-003,WQS-003,DMA-03,Temperature,C,30.129,28.6,31.9,0,0,Normal,28.717,77.269
2026-07-16,QT-003,WQS-003,WQS-003,DMA-03,Turbidity,NTU,0.891,0.7,1.1,0,0,Normal,28.717,77.269
2026-07-16,QT-003,WQS-003,WQS-003,DMA-03,pH,pH,7.285,7.19,7.45,0,0,Normal,28.717,77.269
2026-07-16,QT-004,WQS-004,WQS-004,DMA-04,Chlorine,mg/L,0.542,0.446,0.628,0,0,Normal,28.705,77.24
2026-07-16,QT-004,WQS-004,WQS-004,DMA-04,Conductivity,uS/cm,675.983,593.5,767.4,0,0,Normal,28.705,77.24
2026-07-16,QT-004,WQS-004,WQS-004,DMA-04,Temperature,C,30.133,28.3,31.6,0,0,Normal,28.705,77.24
2026-07-16,QT-004,WQS-004,WQS-004,DMA-04,Turbidity,NTU,0.9,0.59,1.2,0,0,Normal,28.705,77.24
2026-07-16,QT-004,WQS-004,WQS-004,DMA-04,pH,pH,7.298,7.2,7.43,0,0,Normal,28.705,77.24
2026-07-16,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,mg/L,0.552,0.463,0.626,0,0,Normal,28.712,77.245
2026-07-16,QT-005,WQS-005,WQS-005,DMA-05,Conductivity,uS/cm,680.342,615.9,743.9,0,0,Normal,28.712,77.245
2026-07-16,QT-005,WQS-005,WQS-005,DMA-05,Temperature,C,30.15,28.4,31.9,0,0,Normal,28.712,77.245
2026-07-16,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,NTU,0.911,0.56,1.19,0,0,Normal,28.712,77.245
2026-07-16,QT-005,WQS-005,WQS-005,DMA-05,pH,pH,7.288,7.08,7.46,0,0,Normal,28.712,77.245
2026-07-16,QT-006,WQS-006,WQS-006,DMA-06,Chlorine,mg/L,0.571,0.467,0.691,0,0,Normal,28.731,77.277
2026-07-16,QT-006,WQS-006,WQS-006,DMA-06,Conductivity,uS/cm,674.492,597.7,732.7,0,0,Normal,28.731,77.277
2026-07-16,QT-006,WQS-006,WQS-006,DMA-06,Temperature,C,30.112,28.7,31.5,0,0,Normal,28.731,77.277
2026-07-16,QT-006,WQS-006,WQS-006,DMA-06,Turbidity,NTU,0.904,0.56,1.2,0,0,Normal,28.731,77.277
2026-07-16,QT-006,WQS-006,WQS-006,DMA-06,pH,pH,7.307,7.2,7.47,0,0,Normal,28.731,77.277
2026-07-17,QT-001,WQS-001,WQS-001,DMA-01,Chlorine,mg/L,0.551,0.41,0.68,0,0,Normal,28.738,77.255
2026-07-17,QT-001,WQS-001,WQS-001,DMA-01,Conductivity,uS/cm,677.117,589.7,746.8,0,0,Normal,28.738,77.255
2026-07-17,QT-001,WQS-001,WQS-001,DMA-01,Temperature,C,30.246,28.5,31.8,0,0,Normal,28.738,77.255
2026-07-17,QT-001,WQS-001,WQS-001,DMA-01,Turbidity,NTU,0.901,0.66,1.17,0,0,Normal,28.738,77.255
2026-07-17,QT-001,WQS-001,WQS-001,DMA-01,pH,pH,7.288,7.14,7.48,0,0,Normal,28.738,77.255
2026-07-17,QT-002,WQS-002,WQS-002,DMA-02,Chlorine,mg/L,0.564,0.478,0.662,0,0,Normal,28.726,77.253
2026-07-17,QT-002,WQS-002,WQS-002,DMA-02,Conductivity,uS/cm,685.454,600.9,745.4,0,0,Normal,28.726,77.253
2026-07-17,QT-002,WQS-002,WQS-002,DMA-02,Temperature,C,30.129,28.4,31.8,0,0,Normal,28.726,77.253
2026-07-17,QT-002,WQS-002,WQS-002,DMA-02,Turbidity,NTU,0.882,0.48,1.19,0,0,Normal,28.726,77.253
2026-07-17,QT-002,WQS-002,WQS-002,DMA-02,pH,pH,7.336,7.21,7.53,0,0,Normal,28.726,77.253
2026-07-17,QT-003,WQS-003,WQS-003,DMA-03,Chlorine,mg/L,0.53,0.342,0.638,1,0,Warning,28.717,77.269
2026-07-17,QT-003,WQS-003,WQS-003,DMA-03,Conductivity,uS/cm,677.012,612.5,766.9,0,0,Normal,28.717,77.269
2026-07-17,QT-003,WQS-003,WQS-003,DMA-03,Temperature,C,30.075,28.5,31.7,0,0,Normal,28.717,77.269
2026-07-17,QT-003,WQS-003,WQS-003,DMA-03,Turbidity,NTU,0.932,0.54,1.33,0,0,Normal,28.717,77.269
2026-07-17,QT-003,WQS-003,WQS-003,DMA-03,pH,pH,7.29,7.15,7.41,0,0,Normal,28.717,77.269
2026-07-17,QT-004,WQS-004,WQS-004,DMA-04,Chlorine,mg/L,0.546,0.46,0.634,0,0,Normal,28.705,77.24
2026-07-17,QT-004,WQS-004,WQS-004,DMA-04,Conductivity,uS/cm,672.758,630.0,731.7,0,0,Normal,28.705,77.24
2026-07-17,QT-004,WQS-004,WQS-004,DMA-04,Temperature,C,30.138,28.5,31.8,0,0,Normal,28.705,77.24
2026-07-17,QT-004,WQS-004,WQS-004,DMA-04,Turbidity,NTU,0.987,0.74,1.2,0,0,Normal,28.705,77.24
2026-07-17,QT-004,WQS-004,WQS-004,DMA-04,pH,pH,7.289,7.19,7.43,0,0,Normal,28.705,77.24
2026-07-17,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,mg/L,0.549,0.476,0.644,0,0,Normal,28.712,77.245
2026-07-17,QT-005,WQS-005,WQS-005,DMA-05,Conductivity,uS/cm,684.217,634.9,754.0,0,0,Normal,28.712,77.245
2026-07-17,QT-005,WQS-005,WQS-005,DMA-05,Temperature,C,30.121,28.2,32.1,0,0,Normal,28.712,77.245
2026-07-17,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,NTU,0.88,0.49,1.09,0,0,Normal,28.712,77.245
2026-07-17,QT-005,WQS-005,WQS-005,DMA-05,pH,pH,7.302,7.09,7.42,0,0,Normal,28.712,77.245
2026-07-17,QT-006,WQS-006,WQS-006,DMA-06,Chlorine,mg/L,0.578,0.486,0.675,0,0,Normal,28.731,77.277
2026-07-17,QT-006,WQS-006,WQS-006,DMA-06,Conductivity,uS/cm,690.904,614.6,751.7,0,0,Normal,28.731,77.277
2026-07-17,QT-006,WQS-006,WQS-006,DMA-06,Temperature,C,30.083,28.2,32.0,0,0,Normal,28.731,77.277
2026-07-17,QT-006,WQS-006,WQS-006,DMA-06,Turbidity,NTU,0.92,0.6,1.25,0,0,Normal,28.731,77.277
2026-07-17,QT-006,WQS-006,WQS-006,DMA-06,pH,pH,7.314,7.17,7.48,0,0,Normal,28.731,77.277
2026-07-18,QT-001,WQS-001,WQS-001,DMA-01,Chlorine,mg/L,0.551,0.464,0.618,0,0,Normal,28.738,77.255
